Date,Open,High,Low,Close,Adj Close,Volume
2016-07-04,30.750000,32.240002,30.750000,31.750000,27.636948,82588
2016-07-05,31.174999,31.750000,30.500000,30.500000,26.548880,66040
2016-07-06,30.100000,30.100000,27.549999,29.000000,25.243198,75978
2016-07-07,29.950001,30.299999,29.500000,29.750000,25.896040,27993
2016-07-08,29.000000,29.000000,29.000000,29.750000,25.896040,5000
2016-07-11,30.575001,30.950001,29.340000,30.250000,26.331264,34468
2016-07-12,29.600000,29.600000,28.000000,29.500000,25.678423,71000
2016-07-13,28.000000,30.450001,28.000000,29.500000,25.678423,109760
2016-07-14,28.170000,30.700001,28.170000,29.500000,25.678423,120621
2016-07-15,28.250000,34.450001,28.250000,33.500000,29.160246,134653
2016-07-18,33.500000,33.500000,33.500000,33.500000,29.160246,0
2016-07-19,32.110001,33.459999,32.110001,33.000000,28.725018,27240
2016-07-20,32.200001,33.200001,32.200001,32.750000,28.507402,82027
2016-07-21,33.750000,33.849998,32.799999,33.250000,28.942631,15849
2016-07-22,33.810001,33.810001,33.810001,33.250000,28.942631,12796
2016-07-25,33.924999,34.820000,32.849998,33.750000,29.377861,37164
2016-07-26,34.820000,38.000000,34.820000,36.250000,31.553999,43549
2016-07-27,37.500000,39.000000,36.330002,37.500000,32.642067,33773
2016-07-28,36.622002,36.622002,36.622002,37.500000,32.642067,6021
2016-07-29,36.650002,36.650002,36.650002,36.500000,31.771610,875
2016-08-01,36.500000,36.500000,36.500000,36.500000,31.771610,0
